UserID,Age,Gender,BodyType,ProductID,Category,FabricType,Style,ColorPalette,Season,Rating,Sentiment,UserAction
U042,35,Non-Binary,Bulky,P1584,Dresses,Denim,Casual,Red,Winter,4,Positive,Purchased
U067,52,Non-Binary,Slim,P2252,Blouses,Silk,Casual,White,Spring,3,Neutral,Purchased
U060,39,Female,Athletic,P0730,Jackets,Silk,Sporty,Red,Summer,5,Positive,Purchased
U025,62,Male,Athletic,P0489,Blouses,Cotton,Sporty,Red,Spring,4,Positive,Wished
U061,35,Non-Binary,Slim,P0762,Shorts,Linen,Casual,White,Spring,4,Positive,Viewed
U073,36,Non-Binary,Slim,P2949,Blouses,Cotton,Sporty,Green,Summer,2,Negative,Purchased
U063,22,Male,Bulky,P2436,Coats,Linen,Formal,Red,Summer,3,Neutral,Viewed
U042,35,Non-Binary,Bulky,P1171,Shorts,Polyester,Casual,Black,Summer,5,Positive,Commented
U049,48,Male,Athletic,P1709,Dresses,Polyester,Casual,Black,Spring,2,Negative,Purchased
U021,43,Female,Slim,P0633,Jackets,Linen,Formal,White,Summer,3,Neutral,Wished
U056,32,Non-Binary,Slim,P0462,Jackets,Linen,Formal,Red,Summer,3,Neutral,Commented
U033,31,Non-Binary,Bulky,P1856,Shorts,Linen,Casual,Green,Autumn,4,Positive,Purchased
U030,44,Male,Bulky,P0740,Dresses,Cotton,Casual,Blue,Summer,2,Negative,Wished
U090,35,Male,Slim,P0754,Dresses,Silk,Formal,Black,Spring,2,Negative,Purchased
U040,58,Male,Athletic,P2581,Skirts,Polyester,Formal,Blue,Spring,5,Positive,Commented
U005,53,Female,Athletic,P1314,Blouses,Polyester,Sporty,Green,Winter,5,Positive,Commented
U092,38,Male,Bulky,P1784,Shirts,Cotton,Formal,Red,Summer,4,Positive,Viewed
U046,19,Male,Slim,P1476,Coats,Denim,Sporty,White,Winter,5,Positive,Purchased
U028,25,Male,Bulky,P0784,Dresses,Denim,Sporty,Green,Autumn,3,Neutral,Viewed
U051,29,Male,Bulky,P2795,Shirts,Linen,Casual,White,Winter,4,Positive,Wished
U041,55,Male,Athletic,P1356,Shorts,Denim,Casual,White,Spring,4,Positive,Purchased
U062,34,Non-Binary,Bulky,P0778,Shirts,Denim,Formal,Green,Summer,4,Positive,Wished
U007,27,Male,Bulky,P2489,Blouses,Polyester,Formal,White,Summer,3,Neutral,Wished
U075,52,Female,Athletic,P2718,Coats,Denim,Formal,Red,Winter,5,Positive,Purchased
U098,26,Non-Binary,Athletic,P1919,Blouses,Polyester,Casual,Red,Summer,3,Neutral,Purchased
U052,34,Non-Binary,Slim,P2239,Blouses,Denim,Formal,White,Winter,2,Negative,Commented
U055,35,Male,Athletic,P0991,Coats,Denim,Casual,White,Summer,3,Neutral,Wished
U053,23,Male,Slim,P0503,Shirts,Linen,Sporty,Black,Spring,4,Positive,Purchased
U070,29,Female,Athletic,P0858,Dresses,Polyester,Formal,Red,Summer,3,Neutral,Wished
U062,34,Non-Binary,Bulky,P1735,Dresses,Cotton,Formal,Green,Spring,3,Neutral,Wished
U001,19,Male,Slim,P1155,Skirts,Cotton,Sporty,Green,Summer,5,Positive,Wished
U084,29,Male,Bulky,P2720,Coats,Denim,Casual,Blue,Autumn,2,Negative,Wished
U018,44,Female,Slim,P2485,Coats,Linen,Casual,Blue,Winter,3,Neutral,Purchased
U068,24,Male,Athletic,P1162,Dresses,Cotton,Sporty,Green,Autumn,4,Positive,Wished
U046,19,Male,Slim,P1729,Dresses,Polyester,Sporty,Blue,Winter,3,Neutral,Purchased
U030,44,Male,Bulky,P1887,Shirts,Denim,Casual,Red,Summer,4,Positive,Viewed
U002,37,Male,Bulky,P2088,Shorts,Denim,Formal,Blue,Summer,4,Positive,Commented
U011,43,Male,Bulky,P0017,Jackets,Cotton,Formal,White,Winter,3,Neutral,Purchased
U091,52,Non-Binary,Bulky,P2152,Shorts,Polyester,Casual,Red,Winter,4,Positive,Viewed
U077,23,Male,Slim,P1940,Shorts,Silk,Sporty,White,Autumn,2,Negative,Purchased
U021,43,Female,Slim,P1274,Shorts,Linen,Sporty,White,Summer,5,Positive,Commented
U065,24,Female,Bulky,P2270,Shorts,Denim,Sporty,White,Winter,3,Neutral,Purchased
U031,37,Non-Binary,Slim,P0802,Shorts,Denim,Formal,Green,Spring,5,Positive,Purchased
U089,20,Female,Bulky,P0907,Jackets,Silk,Sporty,Blue,Autumn,3,Neutral,Commented
U045,19,Male,Athletic,P0137,Pants,Silk,Sporty,Red,Winter,4,Positive,Purchased
U079,54,Female,Bulky,P2652,Shorts,Polyester,Casual,Blue,Spring,4,Positive,Wished
U061,35,Non-Binary,Slim,P1157,Blouses,Linen,Sporty,Red,Winter,3,Neutral,Wished
U038,35,Non-Binary,Bulky,P2386,Skirts,Silk,Sporty,White,Spring,4,Positive,Commented
U100,60,Female,Slim,P1764,Coats,Cotton,Formal,Black,Winter,1,Negative,Wished
U055,35,Male,Athletic,P0883,Dresses,Silk,Formal,Blue,Summer,1,Negative,Viewed
U100,60,Female,Slim,P2883,Shirts,Linen,Formal,Green,Autumn,2,Negative,Wished
U036,58,Female,Slim,P0511,Shorts,Silk,Sporty,Red,Summer,5,Positive,Commented
U065,24,Female,Bulky,P1535,Blouses,Linen,Casual,White,Summer,4,Positive,Wished
U064,64,Female,Bulky,P0591,Pants,Silk,Sporty,White,Autumn,3,Neutral,Purchased
U018,44,Female,Slim,P0327,Shirts,Denim,Sporty,Red,Summer,2,Negative,Wished
U070,29,Female,Athletic,P0867,Skirts,Silk,Formal,Green,Autumn,4,Positive,Purchased
U070,29,Female,Athletic,P0408,Coats,Linen,Casual,Blue,Winter,4,Positive,Purchased
U048,26,Female,Bulky,P0483,Pants,Denim,Casual,Green,Spring,3,Neutral,Purchased
U029,29,Male,Bulky,P2112,Skirts,Cotton,Casual,White,Autumn,3,Neutral,Purchased
U055,35,Male,Athletic,P2231,Shirts,Cotton,Casual,Green,Summer,3,Neutral,Purchased
U066,45,Male,Bulky,P1245,Shirts,Silk,Sporty,White,Autumn,3,Neutral,Viewed
U095,48,Male,Slim,P2531,Coats,Polyester,Sporty,Blue,Summer,4,Positive,Wished
U052,34,Non-Binary,Slim,P1812,Pants,Linen,Sporty,Green,Spring,2,Negative,Wished
U024,23,Female,Athletic,P2633,Dresses,Silk,Sporty,Green,Winter,5,Positive,Wished
U057,32,Female,Slim,P0676,Jackets,Cotton,Sporty,Black,Spring,2,Negative,Commented
U067,52,Non-Binary,Slim,P2706,Skirts,Cotton,Formal,Blue,Spring,3,Neutral,Commented
U029,29,Male,Bulky,P2416,Skirts,Denim,Formal,Black,Winter,3,Neutral,Purchased
U099,49,Non-Binary,Athletic,P2601,Dresses,Linen,Casual,White,Autumn,4,Positive,Purchased
U028,25,Male,Bulky,P1669,Jackets,Denim,Casual,White,Autumn,4,Positive,Wished
U043,26,Male,Bulky,P0384,Blouses,Polyester,Casual,Red,Spring,2,Negative,Wished
U013,55,Non-Binary,Bulky,P0165,Skirts,Linen,Casual,White,Autumn,4,Positive,Wished
U066,45,Male,Bulky,P0842,Dresses,Polyester,Formal,Green,Spring,2,Negative,Wished
U057,32,Female,Slim,P0967,Jackets,Silk,Casual,Blue,Spring,3,Neutral,Viewed
U089,20,Female,Bulky,P0494,Skirts,Cotton,Casual,Black,Spring,2,Negative,Wished
U048,26,Female,Bulky,P2466,Blouses,Polyester,Formal,Red,Winter,5,Positive,Wished
U075,52,Female,Athletic,P1367,Blouses,Cotton,Sporty,White,Spring,5,Positive,Purchased
U007,27,Male,Bulky,P2381,Dresses,Cotton,Sporty,Red,Winter,3,Neutral,Purchased
U020,29,Non-Binary,Slim,P0376,Shirts,Silk,Sporty,Red,Winter,3,Neutral,Purchased
U059,32,Female,Slim,P1127,Blouses,Polyester,Casual,Red,Autumn,4,Positive,Purchased
U090,35,Male,Slim,P0794,Shorts,Linen,Sporty,Black,Summer,4,Positive,Purchased
U088,38,Male,Bulky,P1542,Blouses,Denim,Sporty,Black,Autumn,4,Positive,Viewed
U048,26,Female,Bulky,P2859,Shirts,Denim,Formal,White,Spring,5,Positive,Purchased
U081,43,Female,Slim,P2914,Blouses,Silk,Formal,White,Autumn,5,Positive,Viewed
U093,31,Female,Bulky,P0127,Pants,Linen,Casual,Blue,Summer,4,Positive,Purchased
U058,23,Male,Bulky,P2012,Dresses,Denim,Casual,Red,Spring,3,Neutral,Commented
U095,48,Male,Slim,P0283,Jackets,Linen,Casual,Blue,Spring,3,Neutral,Purchased
U015,53,Non-Binary,Bulky,P1420,Dresses,Polyester,Formal,Red,Autumn,3,Neutral,Viewed
U081,43,Female,Slim,P2047,Jackets,Linen,Formal,Blue,Spring,4,Positive,Purchased
U011,43,Male,Bulky,P1525,Shirts,Cotton,Sporty,White,Winter,4,Positive,Viewed
U065,24,Female,Bulky,P0958,Skirts,Cotton,Sporty,Red,Summer,5,Positive,Purchased
U042,35,Non-Binary,Bulky,P1083,Blouses,Cotton,Casual,Black,Autumn,4,Positive,Viewed
U006,62,Male,Athletic,P1102,Shorts,Silk,Casual,Red,Winter,3,Neutral,Wished
U031,37,Non-Binary,Slim,P2148,Skirts,Denim,Formal,Black,Summer,4,Positive,Wished
U021,43,Female,Slim,P2528,Dresses,Polyester,Sporty,Black,Winter,4,Positive,Wished
U091,52,Non-Binary,Bulky,P1129,Coats,Denim,Formal,Green,Summer,5,Positive,Purchased
U005,53,Female,Athletic,P1246,Pants,Silk,Sporty,Black,Spring,4,Positive,Purchased
U051,29,Male,Bulky,P2484,Skirts,Linen,Formal,Green,Spring,4,Positive,Purchased
U055,35,Male,Athletic,P0663,Shorts,Denim,Formal,White,Autumn,3,Neutral,Wished
U014,58,Non-Binary,Slim,P1486,Skirts,Polyester,Sporty,Blue,Summer,4,Positive,Purchased
U053,23,Male,Slim,P2612,Blouses,Linen,Sporty,Red,Summer,3,Neutral,Wished
U015,53,Non-Binary,Bulky,P0337,Shirts,Silk,Sporty,Blue,Winter,3,Neutral,Wished
U032,36,Male,Slim,P0313,Blouses,Denim,Sporty,Red,Autumn,4,Positive,Wished
U044,19,Non-Binary,Bulky,P1928,Shorts,Linen,Sporty,Black,Spring,3,Neutral,Purchased
U067,52,Non-Binary,Slim,P0711,Coats,Denim,Casual,White,Spring,3,Neutral,Purchased
U017,25,Non-Binary,Bulky,P0540,Dresses,Cotton,Sporty,Black,Autumn,2,Negative,Viewed
U019,34,Male,Athletic,P2494,Skirts,Linen,Casual,Blue,Spring,4,Positive,Wished
U073,36,Non-Binary,Slim,P1555,Shorts,Polyester,Casual,Red,Spring,5,Positive,Commented
U062,34,Non-Binary,Bulky,P1497,Jackets,Linen,Formal,Green,Summer,4,Positive,Wished
U030,44,Male,Bulky,P1094,Pants,Polyester,Casual,Blue,Winter,3,Neutral,Wished
U032,36,Male,Slim,P1427,Skirts,Linen,Formal,Green,Autumn,4,Positive,Purchased
U059,32,Female,Slim,P0792,Jackets,Linen,Sporty,Red,Autumn,2,Negative,Wished
U007,27,Male,Bulky,P0143,Blouses,Cotton,Casual,Blue,Summer,3,Neutral,Viewed
U010,30,Male,Slim,P2884,Blouses,Polyester,Sporty,Blue,Winter,4,Positive,Purchased
U085,39,Non-Binary,Bulky,P0464,Skirts,Denim,Formal,Blue,Autumn,1,Negative,Viewed
U082,54,Non-Binary,Bulky,P1603,Pants,Cotton,Casual,Blue,Spring,2,Negative,Wished
U008,32,Female,Athletic,P2344,Dresses,Cotton,Formal,Blue,Autumn,4,Positive,Wished
U011,43,Male,Bulky,P1128,Pants,Silk,Sporty,Black,Summer,3,Neutral,Wished
U033,31,Non-Binary,Bulky,P1754,Dresses,Cotton,Formal,Red,Spring,4,Positive,Purchased
U069,58,Female,Slim,P0974,Dresses,Denim,Casual,Blue,Spring,4,Positive,Purchased
U072,33,Non-Binary,Bulky,P0841,Jackets,Silk,Casual,White,Autumn,3,Neutral,Purchased
U099,49,Non-Binary,Athletic,P0275,Pants,Silk,Casual,Black,Winter,2,Negative,Purchased
U086,64,Male,Athletic,P0070,Shorts,Cotton,Sporty,White,Summer,4,Positive,Commented
U086,64,Male,Athletic,P1611,Shorts,Polyester,Formal,Green,Winter,3,Neutral,Purchased
U031,37,Non-Binary,Slim,P0722,Shorts,Silk,Sporty,White,Winter,3,Neutral,Viewed
U002,37,Male,Bulky,P1897,Blouses,Cotton,Formal,White,Summer,4,Positive,Wished
U038,35,Non-Binary,Bulky,P0522,Shorts,Denim,Casual,Blue,Autumn,3,Neutral,Wished
U037,40,Female,Athletic,P2103,Dresses,Silk,Sporty,Blue,Autumn,5,Positive,Viewed
U030,44,Male,Bulky,P0896,Blouses,Silk,Sporty,Red,Summer,2,Negative,Purchased
U071,46,Non-Binary,Athletic,P1137,Blouses,Denim,Sporty,Black,Spring,4,Positive,Wished
U058,23,Male,Bulky,P2524,Pants,Silk,Formal,Black,Summer,1,Negative,Commented
U066,45,Male,Bulky,P2707,Skirts,Linen,Sporty,Blue,Autumn,2,Negative,Purchased
U052,34,Non-Binary,Slim,P2178,Skirts,Denim,Formal,Green,Autumn,5,Positive,Purchased
U095,48,Male,Slim,P1385,Shorts,Polyester,Formal,Red,Summer,3,Neutral,Purchased
U005,53,Female,Athletic,P1729,Dresses,Polyester,Sporty,Blue,Summer,5,Positive,Purchased
U043,26,Male,Bulky,P0384,Blouses,Polyester,Casual,Red,Summer,2,Negative,Purchased
U084,29,Male,Bulky,P2249,Dresses,Denim,Sporty,Black,Winter,3,Neutral,Wished
U031,37,Non-Binary,Slim,P0271,Skirts,Denim,Casual,Blue,Autumn,1,Negative,Wished
U029,29,Male,Bulky,P1752,Shirts,Denim,Formal,Black,Autumn,4,Positive,Purchased
U057,32,Female,Slim,P2480,Shirts,Linen,Formal,Red,Winter,3,Neutral,Purchased
U091,52,Non-Binary,Bulky,P0300,Coats,Cotton,Casual,Red,Summer,3,Neutral,Wished
U086,64,Male,Athletic,P1822,Blouses,Silk,Formal,Red,Autumn,3,Neutral,Viewed
U078,40,Male,Bulky,P2781,Dresses,Denim,Sporty,Blue,Spring,3,Neutral,Viewed
U079,54,Female,Bulky,P2951,Dresses,Denim,Casual,Black,Spring,5,Positive,Purchased
U044,19,Non-Binary,Bulky,P1793,Jackets,Denim,Formal,Green,Summer,2,Negative,Viewed
U077,23,Male,Slim,P2449,Coats,Linen,Sporty,Black,Spring,2,Negative,Purchased
U096,37,Male,Slim,P1208,Shorts,Silk,Casual,Blue,Spring,3,Neutral,Viewed
U038,35,Non-Binary,Bulky,P2806,Dresses,Silk,Sporty,Green,Spring,3,Neutral,Wished
U003,52,Male,Athletic,P2340,Blouses,Linen,Formal,Green,Autumn,1,Negative,Wished
U005,53,Female,Athletic,P0744,Dresses,Linen,Sporty,Green,Summer,4,Positive,Viewed
U032,36,Male,Slim,P2333,Jackets,Linen,Sporty,Blue,Summer,3,Neutral,Purchased
U067,52,Non-Binary,Slim,P1347,Pants,Linen,Casual,Green,Autumn,4,Positive,Commented
U095,48,Male,Slim,P2221,Dresses,Linen,Formal,Black,Summer,3,Neutral,Viewed
U089,20,Female,Bulky,P2691,Pants,Silk,Casual,Red,Summer,3,Neutral,Purchased
U006,62,Male,Athletic,P2913,Blouses,Linen,Casual,Red,Winter,2,Negative,Commented
U025,62,Male,Athletic,P0841,Jackets,Silk,Casual,White,Winter,2,Negative,Wished
U100,60,Female,Slim,P0134,Coats,Polyester,Casual,White,Summer,2,Negative,Purchased
U033,31,Non-Binary,Bulky,P0358,Jackets,Cotton,Formal,Red,Spring,5,Positive,Purchased
U010,30,Male,Slim,P1407,Shorts,Denim,Formal,Red,Summer,4,Positive,Wished
U042,35,Non-Binary,Bulky,P1014,Coats,Denim,Casual,Green,Autumn,3,Neutral,Commented
U008,32,Female,Athletic,P1508,Skirts,Cotton,Casual,Green,Autumn,3,Neutral,Wished
U027,56,Male,Athletic,P2585,Pants,Silk,Casual,Red,Summer,3,Neutral,Wished
U099,49,Non-Binary,Athletic,P1298,Coats,Silk,Casual,Black,Winter,5,Positive,Wished
U017,25,Non-Binary,Bulky,P2544,Pants,Cotton,Sporty,Red,Summer,4,Positive,Commented
U082,54,Non-Binary,Bulky,P1470,Jackets,Polyester,Casual,Green,Summer,3,Neutral,Viewed
U079,54,Female,Bulky,P0631,Jackets,Silk,Sporty,Blue,Winter,3,Neutral,Wished
U079,54,Female,Bulky,P0960,Blouses,Cotton,Formal,Blue,Winter,2,Negative,Commented
U016,30,Female,Athletic,P0468,Pants,Linen,Sporty,Black,Summer,5,Positive,Viewed
U040,58,Male,Athletic,P2658,Pants,Silk,Formal,Blue,Autumn,3,Neutral,Purchased
U084,29,Male,Bulky,P1563,Coats,Silk,Formal,Green,Winter,3,Neutral,Commented
U073,36,Non-Binary,Slim,P0558,Dresses,Polyester,Casual,Black,Winter,5,Positive,Viewed
U046,19,Male,Slim,P1000,Skirts,Cotton,Formal,White,Spring,4,Positive,Purchased
U013,55,Non-Binary,Bulky,P0521,Shirts,Silk,Formal,Blue,Spring,3,Neutral,Purchased
U047,57,Non-Binary,Bulky,P0509,Shirts,Silk,Sporty,Black,Autumn,4,Positive,Commented
U035,55,Non-Binary,Slim,P0742,Dresses,Linen,Sporty,Black,Spring,2,Negative,Purchased
U048,26,Female,Bulky,P0684,Jackets,Cotton,Formal,Blue,Winter,3,Neutral,Commented
U085,39,Non-Binary,Bulky,P1258,Dresses,Linen,Formal,Red,Winter,2,Negative,Viewed
U075,52,Female,Athletic,P0235,Blouses,Silk,Formal,Black,Spring,4,Positive,Purchased
U056,32,Non-Binary,Slim,P2011,Jackets,Silk,Casual,Blue,Summer,5,Positive,Viewed
U066,45,Male,Bulky,P0678,Blouses,Linen,Sporty,Blue,Summer,3,Neutral,Commented
U078,40,Male,Bulky,P0942,Jackets,Linen,Casual,Black,Autumn,2,Negative,Wished
U001,19,Male,Slim,P0388,Shorts,Denim,Sporty,Green,Summer,4,Positive,Commented
U078,40,Male,Bulky,P0889,Dresses,Linen,Formal,Red,Winter,1,Negative,Viewed
U072,33,Non-Binary,Bulky,P2343,Shorts,Linen,Formal,Black,Winter,2,Negative,Wished
U095,48,Male,Slim,P1343,Shorts,Silk,Formal,White,Winter,2,Negative,Purchased
U066,45,Male,Bulky,P1768,Dresses,Denim,Formal,Blue,Autumn,4,Positive,Purchased
U045,19,Male,Athletic,P2971,Skirts,Linen,Sporty,Blue,Spring,5,Positive,Wished
U070,29,Female,Athletic,P2125,Pants,Polyester,Casual,Red,Winter,2,Negative,Purchased
U036,58,Female,Slim,P1803,Skirts,Silk,Formal,Blue,Autumn,4,Positive,Wished
U040,58,Male,Athletic,P2753,Jackets,Silk,Sporty,Black,Winter,4,Positive,Viewed
U076,43,Non-Binary,Bulky,P2646,Skirts,Linen,Sporty,Green,Winter,2,Negative,Wished
U096,37,Male,Slim,P2716,Dresses,Denim,Sporty,Green,Summer,1,Negative,Wished
U035,55,Non-Binary,Slim,P1001,Jackets,Silk,Casual,Black,Spring,3,Neutral,Wished
U094,41,Non-Binary,Slim,P0860,Shorts,Cotton,Sporty,Red,Summer,3,Neutral,Purchased
U041,55,Male,Athletic,P1074,Skirts,Denim,Formal,Black,Summer,4,Positive,Purchased
U054,34,Non-Binary,Athletic,P1868,Shorts,Cotton,Formal,White,Summer,5,Positive,Purchased
U011,43,Male,Bulky,P0537,Dresses,Silk,Casual,White,Winter,5,Positive,Purchased
U076,43,Non-Binary,Bulky,P1951,Dresses,Polyester,Formal,Black,Autumn,2,Negative,Viewed
U019,34,Male,Athletic,P1546,Blouses,Linen,Sporty,Black,Summer,3,Neutral,Wished
U018,44,Female,Slim,P1418,Shirts,Polyester,Casual,Green,Winter,4,Positive,Viewed
U058,23,Male,Bulky,P0360,Coats,Cotton,Sporty,Blue,Spring,2,Negative,Purchased
U031,37,Non-Binary,Slim,P2100,Blouses,Polyester,Sporty,Black,Summer,3,Neutral,Purchased
U025,62,Male,Athletic,P1780,Shorts,Cotton,Casual,Red,Spring,4,Positive,Wished
U060,39,Female,Athletic,P1051,Skirts,Linen,Casual,White,Spring,3,Neutral,Purchased
U071,46,Non-Binary,Athletic,P0131,Coats,Linen,Casual,Black,Summer,3,Neutral,Purchased
U004,30,Male,Slim,P2925,Dresses,Denim,Sporty,White,Winter,1,Negative,Purchased
U043,26,Male,Bulky,P1826,Skirts,Denim,Casual,White,Summer,4,Positive,Viewed
U083,21,Female,Athletic,P1764,Coats,Cotton,Formal,Black,Summer,4,Positive,Commented
U014,58,Non-Binary,Slim,P2208,Shirts,Cotton,Sporty,Red,Spring,4,Positive,Wished
U082,54,Non-Binary,Bulky,P1352,Shorts,Silk,Sporty,Green,Spring,2,Negative,Wished
U015,53,Non-Binary,Bulky,P2924,Coats,Denim,Formal,White,Spring,1,Negative,Wished
U024,23,Female,Athletic,P0511,Shorts,Silk,Sporty,Red,Winter,3,Neutral,Viewed
U096,37,Male,Slim,P1939,Skirts,Cotton,Formal,Blue,Autumn,3,Neutral,Wished
U044,19,Non-Binary,Bulky,P1090,Shirts,Denim,Casual,Black,Summer,4,Positive,Purchased
U061,35,Non-Binary,Slim,P1603,Pants,Cotton,Casual,Blue,Autumn,4,Positive,Purchased
U051,29,Male,Bulky,P1844,Blouses,Silk,Formal,Black,Spring,3,Neutral,Wished
U048,26,Female,Bulky,P2187,Shorts,Denim,Sporty,Green,Winter,1,Negative,Purchased
U081,43,Female,Slim,P0539,Shorts,Silk,Casual,Red,Spring,2,Negative,Wished
U049,48,Male,Athletic,P2968,Shorts,Cotton,Formal,White,Autumn,2,Negative,Purchased
U065,24,Female,Bulky,P0465,Blouses,Polyester,Sporty,Blue,Winter,2,Negative,Wished
U040,58,Male,Athletic,P0357,Jackets,Polyester,Formal,White,Spring,3,Neutral,Purchased
U053,23,Male,Slim,P2715,Jackets,Silk,Formal,White,Winter,4,Positive,Purchased
U048,26,Female,Bulky,P0354,Jackets,Denim,Casual,White,Autumn,4,Positive,Wished
U026,63,Non-Binary,Bulky,P1624,Pants,Polyester,Casual,Blue,Summer,3,Neutral,Wished
U067,52,Non-Binary,Slim,P0683,Jackets,Linen,Sporty,White,Spring,4,Positive,Wished
U004,30,Male,Slim,P0365,Jackets,Denim,Sporty,Blue,Summer,3,Neutral,Wished
U026,63,Non-Binary,Bulky,P2891,Blouses,Silk,Casual,White,Summer,4,Positive,Commented
U018,44,Female,Slim,P0717,Shorts,Cotton,Formal,Black,Spring,4,Positive,Purchased
U002,37,Male,Bulky,P0482,Shirts,Polyester,Casual,Black,Winter,3,Neutral,Purchased
U075,52,Female,Athletic,P0026,Jackets,Cotton,Sporty,White,Summer,5,Positive,Wished
U099,49,Non-Binary,Athletic,P0963,Shorts,Linen,Casual,Green,Autumn,4,Positive,Wished
U071,46,Non-Binary,Athletic,P0547,Jackets,Linen,Casual,White,Autumn,4,Positive,Wished
U004,30,Male,Slim,P0353,Shirts,Linen,Sporty,White,Autumn,2,Negative,Purchased
U012,49,Female,Slim,P0295,Coats,Denim,Formal,Blue,Winter,2,Negative,Commented
U047,57,Non-Binary,Bulky,P1640,Shirts,Cotton,Sporty,Blue,Summer,3,Neutral,Wished
U005,53,Female,Athletic,P2194,Coats,Polyester,Casual,Green,Winter,3,Neutral,Viewed
U019,34,Male,Athletic,P2376,Shirts,Denim,Sporty,Red,Summer,4,Positive,Viewed
U064,64,Female,Bulky,P1135,Skirts,Polyester,Formal,White,Summer,3,Neutral,Wished
U050,62,Non-Binary,Slim,P1490,Coats,Cotton,Casual,White,Winter,1,Negative,Purchased
U040,58,Male,Athletic,P2094,Shirts,Linen,Casual,Black,Winter,4,Positive,Wished
U080,57,Non-Binary,Bulky,P1142,Pants,Silk,Sporty,Green,Winter,4,Positive,Purchased
U071,46,Non-Binary,Athletic,P1850,Jackets,Polyester,Casual,Red,Autumn,5,Positive,Purchased
U084,29,Male,Bulky,P0803,Shorts,Linen,Casual,Black,Spring,3,Neutral,Wished
U071,46,Non-Binary,Athletic,P2639,Dresses,Linen,Casual,White,Spring,2,Negative,Viewed
U046,19,Male,Slim,P2726,Dresses,Silk,Casual,Black,Spring,4,Positive,Wished
U005,53,Female,Athletic,P0395,Shirts,Polyester,Casual,Black,Autumn,3,Neutral,Purchased
U044,19,Non-Binary,Bulky,P2055,Coats,Silk,Sporty,Red,Summer,4,Positive,Wished
U038,35,Non-Binary,Bulky,P1834,Shirts,Polyester,Sporty,Green,Spring,4,Positive,Purchased
U086,64,Male,Athletic,P2204,Dresses,Silk,Sporty,Green,Autumn,4,Positive,Wished
U018,44,Female,Slim,P2264,Pants,Linen,Casual,Green,Summer,2,Negative,Commented
U010,30,Male,Slim,P1975,Pants,Silk,Formal,Green,Autumn,3,Neutral,Purchased
U046,19,Male,Slim,P0112,Blouses,Linen,Formal,White,Winter,3,Neutral,Purchased
U053,23,Male,Slim,P0064,Dresses,Silk,Sporty,Red,Spring,4,Positive,Purchased
U069,58,Female,Slim,P0559,Skirts,Denim,Sporty,White,Autumn,1,Negative,Purchased
U086,64,Male,Athletic,P0222,Shorts,Cotton,Sporty,Green,Winter,4,Positive,Commented
U063,22,Male,Bulky,P0985,Shirts,Polyester,Formal,Red,Winter,2,Negative,Wished
U072,33,Non-Binary,Bulky,P0614,Coats,Silk,Sporty,Green,Winter,3,Neutral,Purchased
U077,23,Male,Slim,P0211,Shirts,Silk,Sporty,Black,Autumn,3,Neutral,Purchased
U016,30,Female,Athletic,P1651,Blouses,Cotton,Casual,Red,Winter,5,Positive,Purchased
U043,26,Male,Bulky,P0694,Shorts,Silk,Formal,Black,Summer,4,Positive,Commented
U070,29,Female,Athletic,P1582,Shorts,Denim,Formal,White,Spring,3,Neutral,Purchased
U048,26,Female,Bulky,P0655,Jackets,Linen,Casual,Blue,Winter,2,Negative,Purchased
U049,48,Male,Athletic,P0280,Jackets,Denim,Casual,White,Winter,4,Positive,Wished
U023,20,Male,Bulky,P2429,Coats,Denim,Formal,White,Spring,3,Neutral,Purchased
U082,54,Non-Binary,Bulky,P1897,Blouses,Cotton,Formal,White,Autumn,5,Positive,Commented
U035,55,Non-Binary,Slim,P1954,Dresses,Silk,Casual,Blue,Summer,4,Positive,Wished
U020,29,Non-Binary,Slim,P0399,Shirts,Silk,Casual,Blue,Spring,3,Neutral,Wished
U081,43,Female,Slim,P1643,Pants,Linen,Sporty,Red,Autumn,4,Positive,Wished
U025,62,Male,Athletic,P2439,Coats,Polyester,Formal,Black,Winter,2,Negative,Wished
U022,30,Female,Bulky,P2693,Pants,Cotton,Sporty,Green,Winter,4,Positive,Wished
U042,35,Non-Binary,Bulky,P2892,Coats,Polyester,Formal,White,Spring,4,Positive,Wished
U095,48,Male,Slim,P1682,Jackets,Denim,Casual,White,Winter,4,Positive,Purchased
U087,41,Female,Bulky,P2281,Dresses,Polyester,Sporty,Blue,Autumn,4,Positive,Wished
U043,26,Male,Bulky,P2281,Dresses,Polyester,Sporty,Blue,Winter,2,Negative,Wished
U017,25,Non-Binary,Bulky,P1145,Shorts,Cotton,Formal,Red,Spring,4,Positive,Wished
U088,38,Male,Bulky,P0940,Shirts,Cotton,Formal,Green,Summer,4,Positive,Viewed
U028,25,Male,Bulky,P0706,Coats,Linen,Casual,Green,Autumn,2,Negative,Commented
U070,29,Female,Athletic,P0144,Pants,Denim,Casual,Blue,Spring,5,Positive,Viewed
U034,43,Non-Binary,Bulky,P2894,Shorts,Polyester,Casual,White,Spring,4,Positive,Viewed
U079,54,Female,Bulky,P1299,Jackets,Denim,Sporty,Red,Spring,3,Neutral,Viewed
U005,53,Female,Athletic,P0623,Blouses,Linen,Casual,White,Summer,4,Positive,Viewed
U056,32,Non-Binary,Slim,P2438,Jackets,Polyester,Casual,Red,Spring,4,Positive,Commented
